,date,3hrKp,6hrKp,9hrKp,12hrKp,15hrKp,18hrKp,21hrKp,24hrKp,27hrKp,30hrKp,33hrKp,36hrKp,39hrKp,42hrKp,45hrKp,48hrKp,51hrKp,54hrKp,57hrKp,60hrKp,63hrKp,66hrKp,69hrKp,72hrKp
127,2023-03-20,3.33,3.67,4.0,3.67,3.33,2.67,2.0,3.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
128,2023-03-21,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.0,1.0,1.0,2.0,2.67,3.67,3.33,2.67,2.67,2.0,3.0,4.33,5.33,5.67,6.0
129,2023-03-22,2.33,2.67,2.67,2.0,2.33,4.0,4.67,5.0,5.33,5.67,6.0,4.33,4.0,4.0,3.0,3.33,3.67,4.67,4.33,4.0,4.0,4.0,4.33,4.33
130,2023-03-23,4.67,5.67,5.67,4.33,4.0,3.67,2.67,2.67,3.67,4.67,4.33,4.0,4.0,4.0,4.33,4.33,2.67,3.33,4.67,3.67,3.67,3.33,3.0,3.0
131,2023-03-24,3.67,4.67,4.33,4.0,4.0,4.0,4.33,4.33,2.67,3.33,4.67,3.67,3.67,3.33,3.0,3.0,4.0,3.67,3.0,3.0,2.0,2.0,2.67,3.0
132,2023-03-25,2.67,3.33,4.67,3.67,3.67,3.33,3.0,3.0,4.0,3.67,3.0,3.0,2.0,2.0,2.67,3.0,2.67,2.0,2.33,2.33,2.33,2.33,2.33,2.67
133,2023-03-26,2.67,2.33,2.33,2.0,2.0,2.0,2.0,2.33,2.67,2.33,2.33,2.33,2.0,2.0,2.0,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
134,2023-03-27,2.67,2.67,2.33,2.0,2.0,1.67,1.67,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,2.0,2.67,3.67,3.33
135,2023-03-28,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,3.33,4.0,4.33,4.33,3.67,3.67,3.67,3.33,3.33,3.0,3.0,2.67,3.67
136,2023-03-29,1.67,1.33,1.33,3.33,4.0,4.33,4.33,3.67,3.67,3.67,3.33,3.33,3.0,3.0,2.67,3.67,3.33,1.33,3.33,3.33,3.33,3.33,3.33,3.33
137,2023-03-30,3.67,4.67,3.33,3.33,3.0,3.0,2.67,3.67,3.67,3.67,3.33,3.33,3.0,3.0,3.33,3.33,3.67,3.67,2.0,2.0,2.33,2.33,2.0,2.33
138,2023-03-31,3.0,3.67,2.67,2.67,2.33,2.0,2.0,2.67,2.67,2.33,2.0,2.0,2.0,2.33,2.0,2.33,2.0,2.67,2.33,2.33,2.0,2.0,2.0,2.0
139,2023-04-01,2.67,2.33,2.0,2.0,2.0,2.33,2.0,2.33,2.0,2.67,2.33,2.33,2.0,2.0,2.0,2.0,2.67,2.0,2.33,2.33,2.33,2.33,2.67,2.33
140,2023-04-02,2.0,2.67,2.33,2.33,2.0,2.0,2.0,2.0,2.67,2.0,2.33,2.33,2.33,2.33,2.67,2.33,2.67,3.67,2.67,2.33,2.33,2.33,2.33,3.0
141,2023-04-03,2.67,3.67,3.33,3.0,2.33,2.33,3.0,3.0,2.67,3.67,2.67,2.33,2.33,2.33,2.33,3.0,2.0,3.0,2.67,1.67,2.0,1.67,1.67,2.0
142,2023-04-04,2.67,3.0,2.67,2.0,2.33,2.0,2.0,2.67,2.0,3.0,2.67,1.67,2.0,1.67,1.67,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
143,2023-04-05,2.0,3.0,2.67,1.67,2.0,1.67,1.67,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.67,1.33,1.33,1.33,1.67,1.33
144,2023-04-06,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.67,1.33,1.33,1.33,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
145,2023-04-07,1.67,1.33,1.67,1.33,1.33,1.33,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67
146,2023-04-08,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,2.0,2.67,3.0,2.67,1.67,2.0,2.67,2.67
147,2023-04-09,1.67,1.67,1.33,1.33,1.33,2.0,2.67,3.0,2.67,3.0,2.67,2.0,1.67,2.0,2.67,2.67,2.67,3.67,3.67,2.67,2.67,1.67,2.67,2.67
148,2023-04-10,3.67,3.33,3.33,3.0,3.0,3.33,3.67,3.33,3.67,3.67,3.0,2.67,2.67,1.67,2.67,2.67,3.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0
149,2023-04-11,2.67,2.67,2.33,2.33,2.33,2.33,2.0,2.33,3.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67
150,2023-04-12,3.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,2.67,3.0,3.0,2.67,2.0,2.0,2.33,3.67
151,2023-04-13,2.33,2.33,2.0,2.0,2.0,2.0,2.0,2.67,2.67,3.0,2.67,2.67,1.67,1.67,2.67,3.67,2.67,3.0,2.67,2.33,2.33,1.67,1.67,2.67
152,2023-04-14,2.67,3.0,2.67,2.67,1.67,1.67,2.67,3.67,2.67,3.0,2.67,2.33,2.33,1.67,1.67,2.67,2.67,2.0,2.0,2.0,2.0,2.33,2.0,2.0
153,2023-04-15,2.67,3.0,2.67,2.33,2.33,1.67,1.67,2.67,2.67,2.0,2.0,2.0,2.0,2.33,2.0,2.0,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.33
154,2023-04-16,1.67,1.33,1.33,1.33,1.33,1.67,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.33,1.67,1.67
155,2023-04-17,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.33,1.67,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33
156,2023-04-18,5.0,4.33,4.0,3.33,2.67,2.0,2.0,2.33,2.67,3.0,2.67,2.67,4.67,4.67,4.33,4.0,4.33,4.0,3.33,3.0,3.0,1.67,2.0,2.0
157,2023-04-19,2.67,3.0,2.67,2.67,4.33,4.67,4.67,4.0,4.33,4.0,3.33,3.0,3.0,1.67,2.0,2.0,3.33,3.67,3.0,3.0,3.0,2.0,3.33,3.33
158,2023-04-20,4.33,4.67,4.0,3.33,3.0,1.67,2.0,3.0,3.33,3.67,3.0,3.0,3.0,2.0,3.33,3.33,3.0,2.0,2.0,2.67,2.67,2.67,2.67,3.0
159,2023-04-21,3.0,3.33,3.0,3.0,3.33,1.33,3.33,4.0,4.0,2.0,2.0,2.33,2.33,2.33,2.67,2.67,2.33,2.0,2.0,2.0,1.0,2.0,2.0,3.0
160,2023-04-22,2.67,2.0,1.67,1.33,1.33,2.33,3.0,5.0,5.0,6.33,4.67,4.0,4.67,3.33,3.33,3.67,4.0,3.67,3.33,2.67,2.33,2.0,2.33,2.67
161,2023-04-23,6.0,6.67,5.0,5.0,4.33,3.33,4.0,3.0,4.0,3.67,3.33,2.67,2.33,2.0,2.33,2.67,2.33,1.67,2.0,2.33,2.33,2.33,2.33,2.33
162,2023-04-24,5.33,4.33,4.0,3.0,3.0,2.33,2.0,2.67,2.33,2.67,2.33,2.0,1.33,1.0,1.33,2.33,3.0,3.67,3.0,3.0,3.33,3.33,3.67,3.67
163,2023-04-25,2.33,2.67,2.33,2.0,1.33,1.0,1.33,2.33,3.0,3.67,3.0,3.0,3.33,3.33,3.67,3.67,4.0,5.0,4.0,4.67,3.33,2.33,3.67,2.67
164,2023-04-26,3.0,3.67,3.0,3.0,3.33,3.33,3.67,3.67,4.0,5.0,4.0,4.67,3.33,2.33,3.67,2.67,3.67,3.33,3.33,3.0,3.0,2.0,2.0,3.33
165,2023-04-27,4.0,5.0,4.0,4.67,3.33,2.33,3.67,2.67,3.67,3.33,3.33,3.0,3.0,2.0,2.67,3.33,3.67,3.0,2.33,2.0,1.33,2.33,3.0,3.0
166,2023-04-28,3.67,3.33,3.33,3.0,3.0,2.0,2.67,3.33,3.67,3.0,2.33,2.0,1.33,2.33,3.0,3.0,2.33,3.0,2.33,1.67,1.33,1.33,1.67,2.33
167,2023-04-29,4.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.33,1.33,1.67,2.0,3.0,3.33,3.0,2.0,2.0,3.0,2.0,4.0,4.0
168,2023-04-30,4.0,3.0,3.0,2.33,1.33,1.67,2.0,3.0,3.33,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.33,3.0,2.33,1.33,1.67,2.0,2.67
169,2023-05-01,3.33,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,3.33,3.0,2.33,1.33,1.67,2.0,2.67,2.33,2.33,2.0,2.0,2.0,2.0,2.0,2.0
170,2023-05-02,4.0,3.33,3.0,2.33,1.33,1.67,2.0,2.67,2.67,2.33,2.67,2.0,2.0,1.67,2.0,2.0,1.67,1.67,1.33,1.67,1.33,1.33,1.33,1.33
171,2023-05-03,2.67,2.33,2.67,2.0,2.0,1.67,2.0,2.0,1.67,1.67,0.67,1.67,1.33,1.33,1.33,2.0,2.0,2.67,3.0,3.67,3.67,3.0,2.33,2.67
172,2023-05-04,1.67,1.67,0.67,1.67,1.33,1.33,1.33,2.0,2.0,2.67,3.0,3.67,3.67,3.0,2.33,2.67,3.67,3.67,3.33,3.33,2.33,2.33,2.33,2.0
173,2023-05-05,3.33,2.0,2.0,3.0,3.0,3.33,3.67,3.33,3.0,3.67,3.0,3.0,3.33,4.33,4.67,5.0,5.33,6.0,5.67,5.0,4.33,4.0,4.0,4.0
174,2023-05-06,3.0,3.67,3.0,3.33,4.33,4.67,5.0,5.67,6.0,6.67,5.67,5.0,4.67,4.33,4.0,4.33,4.67,4.33,4.0,3.67,3.33,3.0,3.33,3.67
175,2023-05-07,6.0,6.67,5.67,5.0,4.67,4.33,4.0,4.33,4.67,4.33,4.0,3.67,3.33,3.0,3.33,3.67,3.67,3.33,3.33,3.33,3.0,2.33,2.33,3.0
176,2023-05-08,3.67,4.67,3.0,2.67,2.0,2.0,1.67,1.67,1.67,2.33,2.33,1.67,1.67,3.33,4.33,5.33,5.33,4.67,4.33,3.67,3.33,4.0,4.67,3.67
177,2023-05-09,1.67,2.33,2.33,1.67,1.67,4.0,6.0,5.33,5.33,5.0,4.67,4.33,3.0,3.67,3.33,2.67,3.67,3.0,2.33,2.0,1.67,2.33,3.33,3.67
178,2023-05-10,3.67,2.67,2.33,3.0,4.67,7.0,5.33,6.0,4.67,5.67,4.67,4.0,3.33,3.67,3.0,2.67,3.0,3.67,2.67,2.33,1.67,2.33,2.67,2.33
179,2023-05-11,4.67,5.67,4.67,4.0,3.33,3.67,3.0,2.67,3.0,3.67,2.67,2.33,1.67,2.33,2.67,2.33,2.33,3.0,2.0,2.0,1.67,1.67,2.0,2.0
180,2023-05-12,3.0,3.67,2.67,2.33,1.67,2.33,2.67,2.33,2.33,3.0,2.0,2.0,1.67,1.67,2.0,2.0,2.0,1.67,1.33,1.33,1.0,1.0,1.67,1.33
181,2023-05-13,2.33,3.0,2.0,2.0,1.67,1.67,2.0,2.0,2.0,1.67,1.33,1.33,1.0,1.0,1.67,1.33,2.67,3.67,2.67,3.0,3.0,2.67,2.67,2.67
182,2023-05-14,2.0,1.67,1.33,1.33,1.0,1.0,1.67,1.33,2.67,3.67,2.67,3.0,3.0,2.67,2.67,2.67,2.67,2.0,2.0,2.0,2.0,2.33,2.0,2.0
183,2023-05-15,2.67,3.67,3.33,2.33,2.67,2.0,2.0,2.67,2.67,3.0,2.0,2.0,2.0,2.33,2.67,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
184,2023-05-16,2.67,3.0,2.0,2.0,2.0,2.33,2.67,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.33
185,2023-05-17,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.33,1.67,2.67,2.0,2.0,1.33,2.33,2.67,2.33
186,2023-05-18,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.33,1.67,1.67,2.0,2.0,1.33,2.33,2.67,2.67,3.0,2.67,2.33,2.0,2.33,2.33,2.67,3.67
187,2023-05-19,3.67,2.67,1.67,1.67,1.33,2.33,2.33,2.67,3.0,2.67,2.33,2.0,2.33,2.33,2.67,3.67,3.33,3.0,2.67,2.0,1.67,1.67,1.67,2.33
188,2023-05-20,3.0,3.67,2.33,1.67,1.33,1.0,2.67,3.67,3.67,3.67,2.67,2.67,1.67,1.67,1.67,2.67,3.0,2.67,2.67,1.67,1.67,3.0,4.0,5.0
189,2023-05-21,5.67,4.67,3.33,3.0,2.33,1.67,1.67,2.67,3.0,2.67,2.67,1.67,1.67,3.0,4.0,5.0,5.0,4.0,4.0,3.33,3.0,2.67,2.67,3.33
190,2023-05-22,3.0,2.67,2.67,1.67,1.67,3.0,4.0,5.0,5.0,4.0,4.0,3.33,3.0,2.67,2.67,3.33,2.67,3.67,2.67,2.67,2.67,2.67,2.67,3.67
191,2023-05-23,5.0,4.0,3.33,2.67,2.33,2.0,4.0,3.33,2.67,3.67,2.67,2.33,2.0,2.67,3.67,4.0,4.33,3.33,4.0,2.67,2.33,2.0,2.67,2.67
192,2023-05-24,3.0,2.33,2.67,2.0,1.67,2.33,2.67,4.0,4.0,3.33,3.67,2.67,2.33,2.0,2.67,2.67,2.33,2.67,2.33,1.33,2.0,2.0,2.33,2.0
193,2023-05-25,4.0,3.33,3.67,2.67,2.33,2.0,2.67,2.67,2.33,2.67,2.33,1.33,2.0,2.0,2.33,2.0,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.67
194,2023-05-26,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.67,1.67,1.33,1.0,1.33,2.0,3.33,3.67,4.0
195,2023-05-27,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.67,1.67,1.33,1.0,1.33,2.0,3.33,3.67,4.0,3.0,2.67,3.0,2.33,1.67,1.67,2.0,2.67
196,2023-05-28,1.67,1.33,1.0,1.33,2.0,3.33,3.67,4.0,3.0,2.67,3.0,2.33,1.67,1.67,2.0,2.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
197,2023-05-29,3.67,2.67,2.33,2.33,1.67,1.67,2.0,2.67,2.67,2.67,2.33,2.0,1.33,1.33,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67
198,2023-05-30,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,2.0,1.67,1.0,1.0,2.33,3.0,4.33,4.67
199,2023-05-31,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,2.0,1.67,1.0,1.0,2.33,3.0,4.33,4.67,3.67,2.67,2.0,2.67,2.67,3.0,2.0,2.0
200,2023-06-01,2.0,1.67,1.0,1.0,2.33,3.0,4.33,4.67,3.67,2.67,2.0,2.67,2.67,3.0,2.0,2.0,3.67,2.0,2.0,2.0,2.33,2.67,2.0,2.67
201,2023-06-02,4.67,4.33,3.33,2.67,2.67,3.0,2.67,3.33,3.67,3.67,3.33,3.0,2.33,2.67,2.0,2.67,3.33,3.33,3.0,3.0,2.0,1.67,2.0,2.67
202,2023-06-03,3.67,3.67,3.33,3.0,2.33,2.67,2.0,2.67,3.33,3.33,3.0,3.0,2.0,1.67,2.0,2.67,2.67,2.67,2.33,2.0,1.67,1.33,1.33,1.33
203,2023-06-04,3.33,3.33,3.0,3.0,2.0,1.67,2.0,2.67,2.67,2.67,2.33,2.0,1.67,1.33,1.33,1.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67
204,2023-06-05,2.67,2.67,2.33,2.0,1.67,1.33,1.33,1.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,2.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0
205,2023-06-06,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,2.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,2.67,3.0,2.0,2.0,1.33,1.33,1.67,1.67
206,2023-06-07,1.67,1.33,1.0,2.0,2.67,3.67,4.0,3.0,2.67,3.0,2.0,2.0,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.67,1.33
207,2023-06-08,2.67,3.0,2.0,2.0,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.67,1.67,1.33,2.67,2.33,2.33,2.0,2.33,2.33,2.67,2.33
208,2023-06-09,1.67,1.33,1.33,1.33,1.33,1.67,1.67,1.33,2.67,2.33,2.33,2.0,2.33,2.33,2.67,2.33,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
209,2023-06-10,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.67,2.0,2.0,2.67,2.67,2.67,2.67,3.0
210,2023-06-11,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.67,2.0,2.0,2.67,2.67,2.67,2.67,3.0,1.33,1.67,1.33,1.67,1.67,1.33,1.33,1.33
211,2023-06-12,3.67,2.0,2.0,2.67,2.67,2.67,2.67,3.0,1.33,1.67,1.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.33,1.33,1.33,1.67,1.67
212,2023-06-13,1.33,1.67,1.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.33,1.33,2.33,2.67,3.0,2.33,2.67,3.0,3.67,3.0,3.67,2.67,1.67
213,2023-06-14,1.33,1.33,1.67,1.33,1.33,2.33,2.67,3.0,2.33,2.67,3.0,3.67,3.0,3.67,2.67,1.67,2.33,2.33,2.0,2.0,2.33,2.67,3.0,3.0
214,2023-06-15,5.0,3.67,3.33,3.33,3.0,3.0,2.33,3.0,3.33,3.33,3.0,2.33,2.33,2.33,2.0,2.0,2.33,2.67,2.0,2.33,2.0,2.0,1.67,1.67
215,2023-06-16,3.67,3.67,3.0,2.67,1.67,1.67,1.67,2.33,2.33,2.67,2.33,2.0,1.67,1.67,1.67,2.0,1.67,2.0,1.67,0.67,3.0,3.67,3.67,3.33
216,2023-06-17,2.33,2.67,2.33,2.0,1.67,1.67,1.67,2.0,1.67,2.0,1.67,0.67,3.0,3.67,3.67,3.33,3.67,2.67,2.67,2.33,2.0,2.67,2.67,2.67
217,2023-06-18,1.67,2.0,1.67,0.67,3.0,3.67,3.67,3.33,3.67,2.67,2.67,2.33,2.0,2.67,2.67,2.67,2.67,2.67,2.33,2.33,2.33,2.0,2.33,2.33
218,2023-06-19,3.0,3.67,2.67,2.33,2.0,2.67,3.0,3.33,3.0,3.67,2.67,2.67,2.0,2.0,2.67,2.67,3.0,2.0,2.0,2.67,2.67,2.67,2.67,3.0
219,2023-06-20,3.0,3.67,2.67,2.67,2.0,2.0,2.67,2.67,3.0,3.67,2.0,2.67,2.67,2.33,2.0,2.33,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33
220,2023-06-21,3.0,3.67,2.0,2.67,2.67,2.33,2.0,2.33,3.0,2.33,2.0,2.0,2.33,3.0,4.0,3.67,2.67,3.33,2.33,2.33,2.33,2.33,2.0,2.33
221,2023-06-22,3.0,2.33,2.0,2.0,2.33,3.0,4.0,3.67,2.67,3.33,2.33,2.33,2.33,2.33,2.0,2.33,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33
222,2023-06-23,2.67,3.33,2.33,2.33,2.33,2.33,2.0,2.33,2.33,3.0,2.33,1.67,1.33,1.33,2.0,2.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33
223,2023-06-24,2.67,3.0,2.33,1.67,1.33,1.33,1.67,2.0,2.0,2.0,1.67,1.0,0.67,0.67,1.0,2.33,2.67,3.0,3.67,2.67,2.67,1.67,1.67,2.67
224,2023-06-25,2.33,2.67,2.0,2.33,1.0,1.0,2.33,2.67,2.67,3.0,3.67,2.67,2.67,1.67,1.67,2.67,3.67,3.67,2.67,2.67,1.0,0.67,2.0,2.67
225,2023-06-26,2.67,3.0,3.67,2.67,2.67,1.67,1.67,2.67,2.67,2.33,2.33,2.33,2.33,2.33,2.0,2.67,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33
226,2023-06-27,2.33,2.0,2.33,2.33,2.33,2.33,1.67,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
227,2023-06-28,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,3.33,2.0,3.33,3.0,2.0,3.0,3.67,3.33
228,2023-06-29,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33,3.33,2.0,3.33,3.0,2.0,3.0,3.67,3.33,2.67,2.0,2.33,2.67,2.33,2.33,2.33,2.33
229,2023-06-30,3.33,2.0,3.33,3.0,2.0,3.0,3.67,3.33,3.67,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.67,1.67,1.33,1.67,1.33,1.33,1.33,1.33
230,2023-07-01,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.67,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.67,1.33,1.33,1.67,2.33,2.67,3.33,3.0
231,2023-07-02,1.67,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.67,1.33,1.33,1.67,2.33,2.67,3.33,3.0,3.0,2.67,2.33,2.0,1.67,1.33,1.33,2.0
232,2023-07-03,1.67,1.33,1.33,1.67,2.33,2.67,3.33,3.0,3.0,2.67,2.33,2.0,1.67,1.33,1.33,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
233,2023-07-04,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.0,2.0,3.33,2.67,3.33,4.0,4.67,4.33
234,2023-07-05,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.0,2.0,3.33,2.67,3.33,4.0,4.67,4.33,3.67,3.67,3.33,3.0,3.0,3.33,3.0,3.0
235,2023-07-06,2.0,2.0,3.33,2.67,3.33,4.0,4.67,4.33,3.67,3.67,3.33,3.0,3.0,3.33,3.0,3.0,3.67,2.0,2.0,3.0,3.33,3.33,3.33,3.0
236,2023-07-07,3.67,3.67,3.33,3.0,3.0,3.33,3.0,3.0,3.67,2.0,2.0,3.0,3.33,3.33,3.33,3.0,2.67,3.67,3.0,2.33,2.33,2.67,2.33,2.33
237,2023-07-08,3.0,3.67,2.67,2.0,1.67,2.33,2.0,3.33,2.67,3.67,3.0,2.33,2.33,2.67,2.33,2.33,2.33,3.0,2.67,2.0,2.0,1.0,1.33,2.0
238,2023-07-09,2.33,3.0,2.67,2.0,1.33,1.0,1.33,2.0,2.33,3.0,2.67,2.0,1.33,1.0,1.33,2.33,1.33,1.33,1.33,1.33,1.67,1.33,1.67,1.67
239,2023-07-10,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.67,1.67,2.0,3.33,3.67,3.67,3.33,3.67,3.67,3.0,2.67,2.0,2.0,2.33
240,2023-07-11,1.67,1.33,1.67,1.67,2.0,3.33,3.67,3.67,3.33,3.67,3.67,3.0,2.67,2.0,2.0,2.33,2.67,2.67,2.33,2.33,2.33,2.33,2.0,2.33
241,2023-07-12,3.33,3.67,2.67,2.33,2.67,2.0,2.0,2.33,2.0,1.67,1.67,1.67,1.67,3.33,4.0,4.33,4.33,4.67,4.0,3.33,2.33,2.67,2.33,2.67
242,2023-07-13,2.0,1.67,1.67,1.67,1.67,3.33,4.0,4.33,4.33,4.67,4.0,3.33,2.33,2.67,2.33,2.67,3.0,2.0,2.0,2.67,2.67,2.67,2.67,3.0
243,2023-07-14,4.67,4.33,4.0,3.33,2.33,2.0,3.33,3.67,3.0,3.67,2.0,2.0,2.0,2.33,2.67,3.0,2.33,1.67,1.33,1.0,1.0,1.0,1.33,1.67
244,2023-07-15,2.67,2.67,2.33,2.0,2.33,2.33,2.33,2.67,2.67,2.67,2.0,2.0,2.0,2.33,3.0,4.0,3.67,4.33,5.33,4.33,4.0,3.0,2.0,2.0
245,2023-07-16,2.67,2.67,2.0,2.0,2.67,3.67,4.33,4.67,4.67,4.67,4.67,4.33,4.0,3.0,2.0,2.33,2.0,1.67,2.67,2.67,2.33,3.0,3.67,2.67
246,2023-07-17,4.67,4.33,4.67,4.33,4.0,3.33,2.33,2.33,2.0,1.67,2.67,2.67,2.33,3.0,3.67,2.67,2.33,2.67,2.33,2.33,2.0,2.33,2.33,2.67
247,2023-07-18,3.67,3.0,2.67,1.67,2.0,2.67,2.67,1.67,2.0,1.67,2.0,3.33,4.33,5.0,5.33,5.0,4.33,4.33,3.67,3.67,3.33,2.33,3.0,2.67
248,2023-07-19,3.33,4.0,2.67,2.33,3.33,5.0,5.33,4.67,4.33,4.33,3.67,3.67,3.33,2.33,3.0,2.67,3.0,2.33,3.0,2.0,2.33,2.33,3.33,2.67
249,2023-07-20,4.33,4.67,3.67,3.67,3.0,2.33,2.67,2.67,3.0,2.33,3.0,2.0,1.67,1.67,3.33,3.67,3.33,3.0,2.0,1.67,1.33,1.33,1.33,1.67
250,2023-07-21,3.0,2.33,3.0,2.0,1.67,1.67,3.33,3.67,3.33,3.0,2.0,1.67,1.33,1.33,1.33,1.67,1.67,1.33,1.0,1.0,2.0,3.33,4.0,3.67
251,2023-07-22,3.33,3.0,2.0,1.67,1.33,1.33,1.33,1.67,1.67,1.33,1.0,1.0,2.0,3.33,4.0,3.67,3.0,2.67,2.33,2.33,1.67,2.0,2.33,3.0
252,2023-07-23,1.67,1.33,1.0,1.0,2.0,3.33,4.0,3.67,3.0,3.0,2.67,2.33,1.67,1.67,1.67,2.33,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67
253,2023-07-24,3.0,3.0,2.67,2.33,1.67,1.67,1.67,2.33,2.67,2.0,2.33,1.33,1.33,1.67,3.67,4.0,4.67,4.67,4.0,3.0,2.33,3.33,3.0,3.0
254,2023-07-25,2.67,2.0,2.33,1.33,1.33,1.67,3.67,4.0,4.67,4.67,4.0,3.0,2.33,3.33,3.0,3.0,2.67,3.0,2.33,2.0,2.33,2.33,2.67,2.33
255,2023-07-26,4.67,4.0,4.0,3.0,2.33,2.67,3.0,3.0,2.67,3.0,2.33,2.0,2.33,2.33,2.67,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
256,2023-07-27,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,2.67,4.0,3.67,3.33,3.0,3.33
257,2023-07-28,2.33,2.0,2.0,1.67,1.33,1.33,2.0,3.0,2.67,1.67,2.67,4.0,3.67,3.0,2.67,3.0,2.67,3.0,2.33,2.33,2.0,1.67,2.0,2.67
