,date,3hrKp,6hrKp,9hrKp,12hrKp,15hrKp,18hrKp,21hrKp,24hrKp,27hrKp,30hrKp,33hrKp,36hrKp,39hrKp,42hrKp,45hrKp,48hrKp,51hrKp,54hrKp,57hrKp,60hrKp,63hrKp,66hrKp,69hrKp,72hrKp
530,2024-04-26,3.67,3.0,3.0,3.0,3.0,3.33,3.33,3.67,3.67,3.33,3.33,3.0,3.0,3.33,2.0,2.0,2.67,2.0,2.33,2.67,2.33,2.33,2.33,2.33
531,2024-04-27,3.67,3.33,3.33,3.67,3.0,2.67,2.0,2.0,2.67,2.0,2.33,2.67,2.33,2.33,2.33,2.67,2.33,2.67,2.0,2.0,1.67,1.67,2.67,1.67
532,2024-04-28,2.67,2.0,2.33,2.67,2.33,2.33,2.33,2.67,2.33,2.67,2.0,2.0,1.67,1.67,2.67,1.67,2.0,2.67,3.67,3.33,3.0,2.67,2.67,3.67
533,2024-04-29,2.33,2.67,2.0,2.0,1.67,1.67,2.67,1.67,1.67,2.67,3.67,3.33,3.0,3.33,3.67,4.0,3.67,4.0,3.67,3.33,3.0,2.67,3.67,3.67
534,2024-04-30,1.67,2.67,3.67,3.33,3.0,3.33,3.67,4.0,3.67,4.0,3.67,3.33,3.0,2.67,3.67,3.67,3.67,3.33,3.0,3.33,3.0,3.33,3.33,3.67
535,2024-05-01,3.67,4.0,3.67,3.33,3.0,2.67,3.67,3.67,3.67,3.33,3.0,3.33,3.0,3.33,3.33,3.67,3.33,2.33,3.0,2.67,2.67,4.0,4.33,4.33
536,2024-05-02,6.67,6.0,4.67,4.0,3.33,3.0,2.33,3.67,4.0,2.33,3.0,2.67,2.67,2.67,2.67,3.67,3.67,3.33,2.67,2.33,2.0,2.0,2.0,3.0
537,2024-05-03,3.67,3.0,2.67,2.67,1.67,2.67,3.67,3.67,3.67,3.33,2.67,2.33,2.0,3.0,4.0,5.0,4.67,5.67,5.67,4.67,3.67,3.67,2.67,2.67
538,2024-05-04,3.67,3.33,2.67,2.33,2.0,3.0,4.0,5.0,4.67,5.67,5.67,4.67,3.67,3.67,2.67,2.67,2.67,3.0,2.67,1.67,1.67,2.67,3.67,2.67
539,2024-05-05,4.67,5.67,5.67,4.67,3.67,3.67,2.67,2.67,2.67,3.0,2.67,1.67,1.67,2.67,3.67,2.67,2.33,2.67,2.67,2.0,2.0,1.0,2.0,2.0
540,2024-05-06,2.67,3.0,2.67,1.67,1.67,2.67,3.67,2.67,2.33,2.67,2.67,2.0,2.0,1.0,2.0,2.0,2.67,2.67,2.33,2.33,2.33,2.33,2.33,2.0
541,2024-05-07,2.33,2.67,2.67,2.0,2.0,1.0,2.0,2.0,1.67,2.33,2.0,2.67,3.33,3.67,2.67,2.67,2.67,2.33,2.0,2.0,2.0,2.0,2.0,2.0
542,2024-05-08,1.67,2.33,2.0,2.67,3.33,3.67,2.67,2.67,3.33,4.0,4.0,4.33,4.33,5.0,5.33,5.33,5.67,5.33,5.33,5.0,5.0,5.0,4.67,4.67
543,2024-05-09,3.33,3.67,3.67,3.0,2.67,3.67,4.33,5.33,5.33,7.0,8.33,6.67,5.67,5.0,4.67,4.33,4.67,5.67,4.67,4.0,3.67,2.67,2.67,3.67
544,2024-05-10,8.0,7.67,7.0,6.67,6.0,5.67,4.67,4.33,4.67,5.67,4.67,4.0,3.67,2.67,2.67,3.67,3.33,3.33,3.67,3.33,3.33,3.33,3.67,3.67
545,2024-05-11,7.67,7.67,8.0,9.0,8.67,8.0,7.0,7.0,6.0,6.67,6.67,5.67,4.67,3.67,3.67,4.0,4.67,4.33,3.0,3.0,2.67,2.67,3.0,3.33
546,2024-05-12,6.67,5.67,4.67,4.0,3.67,3.0,3.0,3.67,3.67,4.67,3.67,3.0,2.67,2.0,2.0,3.67,3.67,3.67,2.67,2.33,2.33,1.0,2.33,2.67
547,2024-05-13,3.67,3.33,2.67,2.33,2.33,4.67,5.67,4.33,5.0,3.67,3.0,2.33,2.67,2.33,3.0,3.0,2.33,2.0,2.67,2.33,2.0,2.67,3.0,2.33
548,2024-05-14,5.0,3.67,3.0,2.33,2.67,2.33,2.67,3.0,2.33,2.0,2.67,2.33,2.0,2.67,3.0,2.33,2.33,1.33,1.67,1.67,2.33,2.33,3.33,4.33
549,2024-05-15,,,,,,,,,,,,,,,,,,,,,,,,
550,2024-05-16,,,,,,,,,,,,,,,,,,,,,,,,
551,2024-05-17,,,,,,,,,,,,,,,,,,,,,,,,
552,2024-05-18,,,,,,,,,,,,,,,,,,,,,,,,
553,2024-05-19,,,,,,,,,,,,,,,,,,,,,,,,
554,2024-05-20,,,,,,,,,,,,,,,,,,,,,,,,
555,2024-05-21,,,,,,,,,,,,,,,,,,,,,,,,
556,2024-05-22,,,,,,,,,,,,,,,,,,,,,,,,
557,2024-05-23,,,,,,,,,,,,,,,,,,,,,,,,
558,2024-05-24,,,,,,,,,,,,,,,,,,,,,,,,
559,2024-05-25,,,,,,,,,,,,,,,,,,,,,,,,
560,2024-05-26,,,,,,,,,,,,,,,,,,,,,,,,
561,2024-05-27,,,,,,,,,,,,,,,,,,,,,,,,
562,2024-05-28,,,,,,,,,,,,,,,,,,,,,,,,
563,2024-05-29,,,,,,,,,,,,,,,,,,,,,,,,
564,2024-05-30,,,,,,,,,,,,,,,,,,,,,,,,
565,2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,
566,2024-06-01,,,,,,,,,,,,,,,,,,,,,,,,
567,2024-06-02,,,,,,,,,,,,,,,,,,,,,,,,
568,2024-06-03,,,,,,,,,,,,,,,,,,,,,,,,
569,2024-06-04,,,,,,,,,,,,,,,,,,,,,,,,
570,2024-06-05,,,,,,,,,,,,,,,,,,,,,,,,
571,2024-06-06,,,,,,,,,,,,,,,,,,,,,,,,
572,2024-06-07,,,,,,,,,,,,,,,,,,,,,,,,
573,2024-06-08,,,,,,,,,,,,,,,,,,,,,,,,
574,2024-06-09,,,,,,,,,,,,,,,,,,,,,,,,
575,2024-06-10,,,,,,,,,,,,,,,,,,,,,,,,
576,2024-06-11,,,,,,,,,,,,,,,,,,,,,,,,
577,2024-06-12,,,,,,,,,,,,,,,,,,,,,,,,
578,2024-06-13,,,,,,,,,,,,,,,,,,,,,,,,
579,2024-06-14,,,,,,,,,,,,,,,,,,,,,,,,
580,2024-06-15,,,,,,,,,,,,,,,,,,,,,,,,
581,2024-06-16,1.67,1.67,2.0,2.0,2.33,2.0,2.33,3.0,2.67,4.0,4.0,3.0,1.67,2.0,2.33,3.33,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33
582,2024-06-17,2.67,4.0,4.0,3.0,1.67,2.0,2.33,3.33,2.67,2.67,2.0,2.0,1.0,2.0,2.0,2.33,1.67,2.0,1.33,1.67,1.33,1.33,0.67,1.33
583,2024-06-18,2.67,2.67,2.0,2.0,1.0,2.0,2.0,2.33,1.67,2.0,1.33,1.67,1.33,1.33,0.67,1.33,2.67,2.33,2.33,2.33,2.0,2.0,2.0,1.67
584,2024-06-19,1.67,2.0,1.33,1.67,1.33,1.33,0.67,1.33,1.33,1.67,1.0,1.0,1.67,2.33,3.0,3.0,2.67,2.67,2.0,2.33,2.67,2.67,2.67,2.0
585,2024-06-20,1.67,1.33,1.0,1.0,2.33,3.0,3.33,3.33,4.0,3.33,2.33,2.33,2.0,2.0,2.33,2.67,2.67,2.0,2.33,2.67,2.33,2.33,2.33,2.33
586,2024-06-21,4.0,3.33,2.33,2.33,2.0,2.0,2.33,2.67,2.67,2.0,2.33,2.67,2.33,2.33,2.33,2.33,1.67,2.0,1.67,1.33,0.67,1.33,1.33,1.67
587,2024-06-22,2.67,2.0,2.33,2.67,2.33,2.33,2.33,2.33,1.67,2.0,1.67,1.33,0.67,1.33,1.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
588,2024-06-23,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.67,2.0,1.33,1.33,0.67,1.33,1.33,1.67,1.67,2.0,1.33,1.33,1.33,1.0,1.33,1.67
589,2024-06-24,1.67,2.0,1.33,1.33,0.67,1.33,1.33,1.67,1.67,2.0,1.33,1.33,1.33,1.0,1.33,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33
590,2024-06-25,1.67,2.0,1.33,1.33,1.33,1.0,1.33,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
591,2024-06-26,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,2.0,2.0,1.33,1.33,1.33,1.67,3.33,4.67,4.67,4.0,2.67,2.67,2.0,2.0,1.67,2.67
592,2024-06-27,2.0,2.0,1.33,1.33,1.33,1.67,3.33,4.67,4.67,4.0,2.67,2.67,2.0,2.0,1.67,2.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
593,2024-06-28,4.0,4.67,4.0,3.67,2.67,2.67,1.67,2.67,3.33,2.67,2.33,1.67,1.33,1.0,1.33,1.67,2.33,1.67,2.67,2.67,2.33,3.0,4.0,4.0
594,2024-06-29,3.33,2.67,2.33,1.67,1.33,1.0,1.33,1.67,2.33,1.67,2.67,2.67,2.33,3.0,4.0,4.0,3.67,3.67,2.67,2.67,2.0,1.67,1.0,2.67
595,2024-06-30,2.33,1.67,2.67,2.67,2.33,3.0,4.0,4.0,3.67,3.67,2.67,2.67,2.0,1.67,1.0,2.67,3.0,2.67,2.67,2.0,1.67,2.67,3.67,2.67
596,2024-07-01,3.67,3.67,2.67,2.67,2.0,1.67,1.0,2.67,3.0,2.67,2.67,2.0,1.67,2.67,4.33,5.0,4.0,3.67,2.67,2.0,1.67,1.67,2.0,2.67
597,2024-07-02,3.0,2.67,2.67,2.0,1.67,2.67,4.33,5.0,4.0,3.67,2.67,2.0,1.67,1.67,2.0,2.67,2.67,2.33,2.33,2.0,2.0,2.33,2.0,2.0
598,2024-07-03,4.0,3.67,2.67,2.0,1.67,1.67,2.0,2.67,2.67,2.33,2.33,2.0,2.0,2.33,2.0,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
599,2024-07-04,2.67,3.0,2.33,1.67,1.33,1.33,2.0,2.0,1.67,2.0,1.67,1.33,0.67,1.33,1.33,1.67,1.67,2.0,1.67,1.33,1.33,0.67,1.67,1.33
600,2024-07-05,1.67,2.0,1.67,1.33,0.67,1.33,1.33,1.67,1.67,2.0,1.67,1.33,1.33,0.67,1.67,1.33,2.0,3.0,3.67,2.67,2.67,2.0,1.67,2.67
601,2024-07-06,1.67,2.0,1.67,1.33,1.33,0.67,1.67,1.33,2.0,3.0,3.67,2.67,2.67,2.0,1.67,2.67,2.67,3.0,2.67,2.33,1.0,1.67,2.0,2.67
602,2024-07-07,2.0,3.0,3.67,2.67,2.67,2.0,1.67,2.67,2.67,3.0,2.67,2.33,1.0,1.67,2.0,2.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
603,2024-07-08,3.0,2.67,2.0,1.67,1.33,1.0,2.0,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,2.0,1.33,1.0,2.0,3.0,3.67,4.0
604,2024-07-09,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,2.0,1.33,1.0,2.0,3.0,3.67,4.0,2.67,2.67,2.33,1.67,1.33,2.0,2.33,2.0
605,2024-07-10,1.67,2.0,1.33,1.0,2.0,3.0,3.67,4.0,2.67,2.67,2.33,1.67,1.33,2.0,2.33,2.0,2.33,2.0,1.33,1.33,1.0,3.0,4.33,4.67
606,2024-07-11,2.67,2.67,2.33,1.67,1.33,2.0,2.33,2.0,2.33,2.0,1.33,1.33,1.0,3.0,4.33,4.67,4.67,3.67,3.0,2.33,2.67,3.0,3.0,3.0
607,2024-07-12,2.33,2.0,1.33,1.33,1.0,3.0,4.33,4.67,4.67,3.67,3.0,2.33,2.67,3.0,3.0,3.0,2.67,3.67,3.0,2.67,2.67,2.67,2.0,2.0
608,2024-07-13,3.67,4.67,2.67,3.0,1.67,1.67,3.0,2.67,2.67,3.67,3.0,2.67,2.67,2.67,2.0,2.0,2.33,2.33,2.0,2.0,2.33,2.0,2.0,2.0
609,2024-07-14,1.67,1.33,1.33,1.33,1.67,1.33,1.67,1.33,1.67,1.67,1.33,1.33,1.67,1.33,1.33,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
610,2024-07-15,1.67,1.67,1.33,1.33,1.67,1.33,1.33,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.0,1.67,1.33,1.0,1.0,2.33,3.0,4.0
611,2024-07-16,3.0,2.33,2.67,2.0,1.33,1.33,1.67,1.67,2.0,1.67,1.33,1.0,1.0,2.33,3.0,4.0,3.0,2.33,2.0,1.67,1.33,1.67,2.0,2.67
612,2024-07-17,2.0,1.67,1.33,1.0,1.0,2.33,3.0,4.0,3.0,2.33,2.0,1.67,1.33,1.67,2.0,2.67,3.0,2.0,1.67,3.33,4.33,3.67,3.0,2.67
613,2024-07-18,3.0,2.33,2.0,1.67,1.33,1.67,2.0,2.67,3.0,2.0,1.67,3.33,4.33,3.67,3.0,2.67,5.0,4.33,3.33,2.67,2.33,2.0,2.67,3.67
614,2024-07-19,3.0,2.0,1.67,3.33,4.33,3.67,3.0,2.67,5.0,4.33,3.33,2.67,2.33,2.0,2.67,3.67,3.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0
615,2024-07-20,5.0,4.33,3.33,2.67,2.33,2.0,2.67,3.67,3.0,2.0,2.0,2.0,2.0,2.33,2.0,2.0,1.67,1.33,1.33,1.67,1.33,1.33,1.67,1.33
616,2024-07-21,1.67,1.33,1.33,1.33,1.33,1.67,1.67,1.33,1.67,1.33,1.33,1.67,1.33,1.33,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
617,2024-07-22,1.33,1.67,2.33,2.67,2.33,2.33,2.33,3.33,3.67,5.0,5.67,4.67,3.67,3.33,2.67,2.67,3.67,3.0,2.67,2.67,2.67,2.33,1.33,1.67
618,2024-07-23,5.67,4.67,4.0,3.0,2.33,2.0,2.67,3.0,3.67,3.0,2.67,2.67,2.67,2.33,1.33,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
619,2024-07-24,3.67,3.0,2.33,1.67,2.0,2.0,2.0,2.33,2.33,2.0,2.0,2.0,1.33,2.0,2.33,4.33,4.67,4.0,3.67,3.33,2.33,2.33,2.0,2.33
620,2024-07-25,3.67,2.0,2.0,2.0,1.33,2.0,2.33,4.33,4.67,4.0,3.67,3.33,2.33,2.33,2.0,2.33,2.67,2.33,2.0,2.0,1.67,2.0,2.0,2.33
621,2024-07-26,3.67,4.0,4.67,3.33,2.33,2.33,2.0,2.33,2.67,2.33,2.0,2.0,1.67,2.0,2.0,2.33,3.0,2.67,2.0,2.67,2.67,2.0,2.67,3.67
622,2024-07-27,2.67,1.67,2.0,2.0,1.67,2.0,2.0,2.33,2.33,2.33,2.0,2.0,3.0,3.67,4.33,4.67,4.67,4.67,5.67,4.0,4.0,3.67,2.67,2.33
623,2024-07-28,2.33,2.33,2.0,2.0,3.0,3.67,4.33,4.67,4.67,4.67,5.67,6.0,7.0,6.67,5.33,5.0,5.67,5.0,4.67,4.67,4.0,3.67,3.67,3.0
624,2024-07-29,4.67,4.67,5.67,6.0,7.0,6.67,5.33,5.0,5.67,5.0,4.67,4.67,4.0,3.67,3.67,3.0,3.67,2.67,6.0,5.0,4.33,3.0,3.67,4.0
625,2024-07-30,5.67,4.67,3.33,3.67,3.33,3.0,4.0,4.33,3.0,5.67,5.0,4.33,3.33,3.0,3.0,4.0,4.0,3.33,1.67,1.67,1.33,1.33,2.0,2.33
626,2024-07-31,3.0,5.67,5.0,4.33,3.33,3.0,3.0,4.0,4.0,3.33,1.67,1.67,1.33,1.33,2.0,2.33,1.67,1.33,1.67,1.33,1.0,1.33,1.67,1.67
627,2024-08-01,4.0,3.33,1.67,1.67,1.33,1.33,2.0,2.33,2.33,2.33,1.67,1.67,4.0,4.67,5.67,6.0,5.67,4.67,3.67,3.67,3.33,2.67,2.67,2.0
628,2024-08-02,2.33,2.33,1.67,1.67,4.0,4.67,5.67,6.0,5.67,4.67,3.67,3.67,3.33,2.67,2.67,2.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33
629,2024-08-03,5.67,4.67,3.67,3.67,3.33,2.67,2.67,2.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
630,2024-08-04,4.67,3.67,3.0,2.67,2.0,2.0,2.0,2.33,2.67,2.67,2.0,2.0,1.33,2.33,2.67,2.67,2.67,2.33,1.67,1.67,1.67,1.67,2.0,2.33
631,2024-08-05,2.67,2.0,2.33,2.33,2.33,2.33,2.33,2.67,2.67,2.33,1.67,1.67,1.67,1.67,2.0,2.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33
632,2024-08-06,2.67,2.33,1.67,1.67,1.67,1.67,2.0,2.33,2.33,1.67,1.67,1.33,1.33,1.67,1.67,2.0,1.67,1.67,1.67,3.33,3.0,3.0,3.0,3.33
633,2024-08-07,2.33,1.67,1.67,1.33,1.33,1.67,1.67,2.0,1.67,1.67,3.0,3.0,4.0,5.0,5.33,6.0,5.0,5.67,5.67,5.0,4.0,3.67,3.67,3.33
634,2024-08-08,1.67,1.67,3.0,3.0,4.0,4.33,6.0,6.33,6.0,5.67,5.33,4.0,3.33,4.33,5.33,6.0,6.33,6.0,4.67,3.67,2.67,2.0,3.33,3.33
635,2024-08-09,3.0,5.67,5.67,4.0,3.33,4.33,4.67,5.67,5.67,5.33,3.67,3.67,2.67,2.0,3.33,4.67,5.67,5.67,5.0,5.0,4.67,4.0,3.67,3.67
636,2024-08-10,5.67,4.67,3.67,3.67,2.67,2.0,2.33,3.33,5.0,5.67,5.0,3.67,5.0,4.33,3.0,3.67,3.67,4.0,3.0,2.33,2.0,2.0,2.67,3.33
637,2024-08-11,5.0,5.67,5.0,3.67,5.0,4.33,3.0,3.67,3.67,4.0,3.0,2.33,2.0,2.0,2.67,3.33,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33
638,2024-08-12,5.33,5.33,5.0,5.0,4.33,4.33,4.0,3.33,4.0,3.0,2.67,2.33,2.0,2.0,2.0,2.33,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33
639,2024-08-13,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.33,1.67,2.0,2.33,2.33,2.33,2.33,2.33
640,2024-08-14,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,2.33,2.67,2.67,2.0,1.67,2.0,2.0,2.0,3.0,2.67,2.67,2.0,1.67,1.67,2.67,2.0
641,2024-08-15,2.33,2.67,2.67,2.0,1.67,2.0,3.0,2.67,3.0,2.67,2.67,2.0,2.67,3.33,4.33,4.33,4.67,4.67,4.0,4.0,4.0,4.0,4.0,4.0
642,2024-08-16,3.0,2.67,2.67,2.0,2.67,3.33,4.33,4.33,5.0,5.33,4.67,4.0,3.67,3.67,3.0,2.67,3.33,4.33,4.0,4.0,3.67,3.67,3.0,2.67
643,2024-08-17,5.0,4.67,4.0,3.67,3.67,3.33,2.67,2.67,3.33,3.0,2.67,2.67,2.0,1.67,1.67,1.67,2.33,2.33,2.33,2.33,2.0,2.0,1.33,1.33
644,2024-08-18,3.33,3.0,2.67,2.67,2.0,1.67,1.67,1.67,1.67,2.33,1.67,1.67,1.33,1.0,1.0,0.67,1.67,1.67,1.33,1.33,0.67,1.33,1.67,1.67
645,2024-08-19,1.67,2.33,1.67,1.67,1.33,1.0,1.0,0.67,1.67,1.67,1.33,1.33,0.67,1.33,1.67,1.67,1.67,2.67,3.0,3.33,2.67,2.0,2.0,1.67
646,2024-08-20,1.67,1.67,1.33,1.33,0.67,1.33,1.67,1.67,3.33,3.67,3.0,2.67,2.67,2.0,2.0,1.67,2.33,2.67,2.0,2.0,2.33,2.0,2.0,2.0
647,2024-08-21,3.33,3.67,3.0,2.67,2.67,2.0,2.0,1.67,2.33,2.67,2.0,2.0,2.33,2.0,2.0,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
648,2024-08-22,2.33,2.67,2.0,2.0,2.33,2.0,2.0,2.0,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
649,2024-08-23,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33
650,2024-08-24,1.67,2.0,1.67,1.33,1.33,1.0,0.67,1.67,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0
651,2024-08-25,1.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.67,3.67,2.67,2.67,2.0,1.67,1.67,2.0
652,2024-08-26,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.67,3.67,2.67,2.67,2.0,1.67,1.67,2.0,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67
653,2024-08-27,4.0,3.67,3.0,2.67,2.0,2.0,2.0,2.67,1.67,1.67,1.33,1.33,1.33,1.33,1.33,1.67,2.0,2.67,2.33,2.0,1.67,1.33,2.0,2.33
654,2024-08-28,4.0,4.67,3.67,2.33,1.67,2.0,1.33,2.0,2.0,2.67,2.33,2.0,1.67,1.33,2.0,2.33,1.33,1.67,1.33,1.33,1.67,1.67,1.33,1.33
655,2024-08-29,2.0,2.67,2.33,2.0,1.67,1.33,2.0,2.33,2.0,2.33,2.33,2.33,2.33,2.33,2.33,1.67,2.0,2.33,3.0,2.0,2.0,2.0,2.0,2.0
656,2024-08-30,,,,,,,,,,,,,,,,,,,,,,,,
657,2024-08-31,,,,,,,,,,,,,,,,,,,,,,,,
658,2024-09-01,,,,,,,,,,,,,,,,,,,,,,,,
659,2024-09-02,,,,,,,,,,,,,,,,,,,,,,,,
660,2024-09-03,,,,,,,,,,,,,,,,,,,,,,,,
661,2024-09-04,,,,,,,,,,,,,,,,,,,,,,,,
662,2024-09-05,,,,,,,,,,,,,,,,,,,,,,,,
663,2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,
664,2024-09-07,,,,,,,,,,,,,,,,,,,,,,,,
665,2024-09-08,,,,,,,,,,,,,,,,,,,,,,,,
666,2024-09-09,,,,,,,,,,,,,,,,,,,,,,,,
667,2024-09-10,,,,,,,,,,,,,,,,,,,,,,,,
668,2024-09-11,,,,,,,,,,,,,,,,,,,,,,,,
669,2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,
670,2024-09-13,,,,,,,,,,,,,,,,,,,,,,,,
671,2024-09-14,,,,,,,,,,,,,,,,,,,,,,,,
672,2024-09-15,,,,,,,,,,,,,,,,,,,,,,,,
673,2024-09-16,,,,,,,,,,,,,,,,,,,,,,,,
674,2024-09-17,,,,,,,,,,,,,,,,,,,,,,,,
675,2024-09-18,,,,,,,,,,,,,,,,,,,,,,,,
676,2024-09-19,,,,,,,,,,,,,,,,,,,,,,,,
677,2024-09-20,,,,,,,,,,,,,,,,,,,,,,,,
678,2024-09-21,,,,,,,,,,,,,,,,,,,,,,,,
679,2024-09-22,,,,,,,,,,,,,,,,,,,,,,,,
680,2024-09-23,,,,,,,,,,,,,,,,,,,,,,,,
681,2024-09-24,,,,,,,,,,,,,,,,,,,,,,,,
682,2024-09-25,,,,,,,,,,,,,,,,,,,,,,,,
683,2024-09-26,,,,,,,,,,,,,,,,,,,,,,,,
684,2024-09-27,,,,,,,,,,,,,,,,,,,,,,,,
685,2024-09-28,,,,,,,,,,,,,,,,,,,,,,,,
686,2024-09-29,,,,,,,,,,,,,,,,,,,,,,,,
687,2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,
688,2024-10-01,,,,,,,,,,,,,,,,,,,,,,,,
689,2024-10-02,,,,,,,,,,,,,,,,,,,,,,,,
690,2024-10-03,,,,,,,,,,,,,,,,,,,,,,,,
691,2024-10-04,,,,,,,,,,,,,,,,,,,,,,,,
692,2024-10-05,,,,,,,,,,,,,,,,,,,,,,,,
693,2024-10-06,,,,,,,,,,,,,,,,,,,,,,,,
694,2024-10-07,,,,,,,,,,,,,,,,,,,,,,,,
695,2024-10-08,,,,,,,,,,,,,,,,,,,,,,,,
696,2024-10-09,1.67,2.33,5.0,7.0,7.67,8.33,8.0,7.67,7.67,8.0,7.33,6.67,6.33,6.33,6.0,5.33,5.33,5.0,4.67,4.33,4.33,5.33,4.67,4.33
697,2024-10-10,7.67,8.0,7.33,6.67,6.33,6.33,6.0,5.33,5.33,5.0,4.67,4.33,4.33,5.33,4.67,4.33,3.33,2.67,2.67,2.33,1.67,2.0,2.67,3.33
698,2024-10-11,5.33,5.0,4.33,4.0,3.33,3.0,3.0,4.0,3.67,2.67,2.67,2.33,1.67,2.0,2.67,3.33,4.0,3.33,2.67,2.33,2.0,2.0,2.0,2.67
699,2024-10-12,3.67,2.67,2.67,2.33,1.67,2.0,2.67,3.33,3.67,3.0,2.33,2.0,1.33,1.67,2.0,2.67,2.67,2.0,2.0,1.67,1.67,2.0,3.33,4.33
700,2024-10-13,3.67,3.0,2.33,2.0,1.33,1.67,2.0,2.67,2.67,2.0,2.0,1.67,1.67,2.0,3.33,4.33,4.67,3.67,3.67,3.33,3.67,4.0,4.0,3.67
701,2024-10-14,2.67,2.0,2.0,1.67,1.67,2.0,3.33,4.33,4.67,3.67,3.67,3.33,3.67,4.0,4.0,3.67,2.67,2.33,2.0,2.0,2.0,2.0,2.0,2.33
702,2024-10-15,4.67,3.67,3.67,3.33,3.67,4.0,4.0,3.67,2.67,2.33,2.0,2.0,2.0,2.0,2.0,2.33,1.67,1.33,1.33,1.33,1.33,1.33,1.67,1.67
703,2024-10-16,2.33,2.0,2.0,1.67,2.0,2.0,2.33,3.0,2.67,3.0,2.0,2.0,3.0,3.33,3.67,4.0,4.0,3.67,3.33,2.67,2.0,2.0,2.67,3.0
704,2024-10-17,2.67,3.0,2.0,2.0,3.0,3.33,3.67,4.0,4.0,3.67,3.33,2.67,2.0,2.0,2.67,3.0,3.67,3.33,3.0,3.0,2.0,2.0,1.67,1.67
705,2024-10-18,4.0,3.67,3.33,2.67,2.0,2.0,2.67,3.0,3.67,3.33,3.0,3.0,2.0,2.0,1.67,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.67,1.67
706,2024-10-19,3.67,3.33,3.0,3.0,2.0,2.0,1.67,1.67,1.33,1.67,1.33,1.33,1.33,1.33,1.67,1.67,4.33,2.67,2.67,2.67,2.67,2.67,2.67,2.67
707,2024-10-20,1.33,1.67,1.33,1.33,1.33,1.33,1.67,1.67,4.33,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.33,2.33,2.33,2.33,2.33,2.0
708,2024-10-21,4.33,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.67,2.33,2.33,2.33,2.33,2.33,2.0,2.67,2.33,2.0,2.0,2.0,2.0,2.0,2.0
709,2024-10-22,2.67,2.67,2.33,2.33,2.33,2.33,2.33,2.0,2.67,2.33,2.0,2.0,2.0,2.0,2.0,2.0,1.33,1.33,1.67,1.33,1.33,1.67,1.67,1.33
710,2024-10-23,2.67,2.33,2.0,2.0,2.0,2.33,2.33,3.33,3.67,4.33,3.0,2.67,2.33,2.0,2.67,2.67,2.67,2.33,2.0,1.67,2.33,2.0,2.0,2.33
